customer_id,customer_segment,location,signup_date
C0678,Standard,Chennai,2022-05-31
C0679,Enterprise,Hyderabad,2022-09-16
C0680,Premium,Chennai,2022-08-09
C0681,Premium,Mumbai,2022-12-26
C0682,Standard,Mumbai,2022-12-02
C0683,Standard,Pune,2022-10-10
C0684,Standard,Pune,2022-04-21
C0685,Premium,Hyderabad,2022-08-20
C0686,Standard,Delhi,2022-07-31
C0687,Standard,Bangalore,2022-08-21
C0688,Standard,Hyderabad,2022-08-01
C0689,Premium,Pune,2022-02-18
C0690,Standard,Bangalore,2022-08-07
C0691,Standard,Bangalore,2022-12-07
C0692,Standard,Bangalore,2022-07-11
C0693,Standard,Delhi,2022-12-18
C0694,Standard,Hyderabad,2022-02-04
C0695,Standard,Mumbai,2022-02-13
C0696,Standard,Mumbai,2022-08-10
C0697,Standard,Mumbai,2022-07-10
C0698,Standard,Delhi,2022-10-12
C0699,Standard,Mumbai,2022-10-28
C0700,Standard,Chennai,2022-10-15
C0701,Standard,Bangalore,2022-12-10
C0702,Standard,Mumbai,2022-07-30
C0703,Standard,Bangalore,2022-12-07
C0704,Standard,Hyderabad,2022-01-27
C0705,Standard,Bangalore,2022-11-04
C0706,Enterprise,Bangalore,2022-06-30
C0707,Standard,Mumbai,2022-10-23
C0708,Premium,Chennai,2022-04-19
C0709,Standard,Delhi,2022-12-03
C0710,Standard,Hyderabad,2022-04-25
C0711,Premium,Mumbai,2022-06-29
C0712,Standard,Chennai,2022-07-08
C0713,Standard,Mumbai,2022-05-23
C0714,Standard,Chennai,2022-04-26
C0715,Standard,Hyderabad,2022-10-15
C0716,Premium,Chennai,2022-11-11
C0717,Premium,Pune,2022-11-26
C0718,Enterprise,Chennai,2022-01-14
C0719,Standard,Chennai,2022-12-03
C0720,Premium,Pune,2022-05-17
C0721,Premium,Mumbai,2022-04-03
C0722,Standard,Bangalore,2022-12-26
C0723,Standard,Bangalore,2022-06-23
C0724,Premium,Bangalore,2022-01-04
C0725,Standard,Delhi,2022-03-15
C0726,Premium,Chennai,2022-12-03
C0727,Standard,Hyderabad,2022-02-05
C0728,Premium,Delhi,2022-11-21
C0729,Standard,Mumbai,2022-02-16
C0730,Standard,Pune,2022-09-29
C0731,Standard,Delhi,2022-07-12
C0732,Premium,Hyderabad,2022-08-21
C0733,Standard,Bangalore,2022-03-22
C0734,Standard,Bangalore,2022-06-09
C0735,Standard,Pune,2022-06-16
C0736,Premium,Chennai,2022-11-02
C0737,Standard,Mumbai,2022-01-27
C0738,Premium,Delhi,2022-03-22
C0739,Standard,Chennai,2022-01-26
C0740,Standard,Pune,2022-02-11
C0741,Standard,Bangalore,2022-08-15
C0742,Standard,Pune,2022-08-06
C0743,Premium,Hyderabad,2022-11-07
C0744,Standard,Hyderabad,2022-08-01
C0745,Standard,Bangalore,2022-04-21
C0746,Premium,Chennai,2022-02-28
C0747,Standard,Bangalore,2022-08-09
C0748,Standard,Mumbai,2022-05-26
C0749,Premium,Pune,2022-12-14
C0750,Standard,Chennai,2022-09-07
