order_id,order_date,customer_id,product_id,quantity,unit_price,discount,revenue,cost,profit
ORD004921,2023-04-01,C0025,P039,2,833.41,0.0,1666.82,737.26,929.56
ORD004922,2023-04-01,C0354,P033,3,713.04,0.0,2139.12,1150.08,989.04
ORD004923,2023-04-01,C0360,P005,1,762.02,0.0,762.02,360.85,401.17
ORD004924,2023-04-01,C0109,P023,1,212.57,0.0,212.57,139.79,72.78
ORD004925,2023-04-01,C0550,P023,1,212.57,0.05,201.94,139.79,62.15
ORD004926,2023-04-01,C0441,P022,4,211.14,0.0,844.56,456.76,387.8
ORD004927,2023-04-01,C0720,P012,5,834.52,0.05,3963.97,2082.05,1881.92
ORD004928,2023-04-01,C0424,P009,5,132.1,0.0,660.5,286.95,373.55
ORD004929,2023-04-01,C0527,P028,2,69.76,0.0,139.52,82.26,57.26
ORD004930,2023-04-01,C0389,P040,1,132.54,0.05,125.91,72.91,53.0
ORD004931,2023-04-01,C0276,P013,3,134.49,0.0,403.47,312.66,90.81
ORD004932,2023-04-01,C0237,P018,5,366.81,0.0,1834.05,1182.55,651.5
ORD004933,2023-04-01,C0579,P004,1,245.85,0.0,245.85,124.0,121.85
ORD004934,2023-04-01,C0635,P034,2,785.69,0.0,1571.38,844.84,726.54
ORD004935,2023-04-01,C0308,P002,4,771.3,0.0,3085.2,1483.48,1601.72
ORD004936,2023-04-01,C0744,P031,2,114.14,0.0,228.28,129.32,98.96
ORD004937,2023-04-01,C0748,P026,2,549.6,0.0,1099.2,503.64,595.56
ORD004938,2023-04-01,C0236,P011,3,823.76,0.05,2347.72,1460.49,887.23
ORD004939,2023-04-01,C0277,P018,1,366.81,0.05,348.47,236.51,111.96
ORD004940,2023-04-01,C0121,P009,5,132.1,0.05,627.48,286.95,340.52
ORD004941,2023-04-01,C0281,P018,2,366.81,0.05,696.94,473.02,223.92
ORD004942,2023-04-01,C0010,P007,2,578.25,0.05,1098.68,704.18,394.5
ORD004943,2023-04-01,C0152,P035,3,272.44,0.0,817.32,579.66,237.66
ORD004944,2023-04-01,C0002,P035,4,272.44,0.05,1035.27,772.88,262.39
ORD004945,2023-04-01,C0019,P022,4,211.14,0.0,844.56,456.76,387.8
ORD004946,2023-04-01,C0299,P031,4,114.14,0.0,456.56,258.64,197.92
ORD004947,2023-04-01,C0608,P005,1,762.02,0.0,762.02,360.85,401.17
ORD004948,2023-04-01,C0122,P017,1,438.79,0.05,416.85,308.47,108.38
ORD004949,2023-04-01,C0643,P007,2,578.25,0.0,1156.5,704.18,452.32
ORD004950,2023-04-01,C0507,P008,4,784.45,0.05,2980.91,1916.12,1064.79
ORD004951,2023-04-01,C0596,P028,5,69.76,0.0,348.8,205.65,143.15
ORD004952,2023-04-02,C0734,P026,4,549.6,0.0,2198.4,1007.28,1191.12
ORD004953,2023-04-02,C0561,P018,3,366.81,0.05,1045.41,709.53,335.88
ORD004954,2023-04-02,C0042,P003,5,371.58,0.0,1857.9,1496.7,361.2
ORD004955,2023-04-02,C0604,P021,2,101.28,0.0,202.56,84.86,117.7
ORD004956,2023-04-02,C0122,P035,2,272.44,0.05,517.64,386.44,131.2
ORD004957,2023-04-02,C0085,P037,5,1005.01,0.0,5025.05,2202.85,2822.2
ORD004958,2023-04-02,C0326,P004,5,245.85,0.05,1167.79,620.0,547.79
ORD004959,2023-04-02,C0379,P029,3,255.62,0.05,728.52,399.57,328.95
ORD004960,2023-04-02,C0588,P039,3,833.41,0.0,2500.23,1105.89,1394.34
ORD004961,2023-04-02,C0019,P008,3,784.45,0.0,2353.35,1437.09,916.26
ORD004962,2023-04-02,C0681,P001,3,34.67,0.05,98.81,66.78,32.03
ORD004963,2023-04-02,C0245,P011,4,823.76,0.0,3295.04,1947.32,1347.72
ORD004964,2023-04-02,C0589,P025,3,467.8,0.0,1403.4,562.14,841.26
ORD004965,2023-04-02,C0721,P011,4,823.76,0.05,3130.29,1947.32,1182.97
ORD004966,2023-04-02,C0152,P030,1,653.01,0.0,653.01,344.04,308.97
ORD004967,2023-04-02,C0142,P010,1,871.26,0.0,871.26,405.49,465.77
ORD004968,2023-04-02,C0724,P031,1,114.14,0.05,108.43,64.66,43.77
ORD004969,2023-04-02,C0156,P037,2,1005.01,0.0,2010.02,881.14,1128.88
ORD004970,2023-04-02,C0611,P037,3,1005.01,0.0,3015.03,1321.71,1693.32
ORD004971,2023-04-02,C0153,P039,4,833.41,0.0,3333.64,1474.52,1859.12
ORD004972,2023-04-02,C0544,P015,1,296.28,0.0,296.28,146.21,150.07
ORD004973,2023-04-02,C0706,P013,10,134.49,0.05,1277.66,1042.2,235.45
ORD004974,2023-04-02,C0368,P027,2,707.82,0.05,1344.86,634.9,709.96
ORD004975,2023-04-02,C0164,P038,2,89.86,0.0,179.72,76.76,102.96
ORD004976,2023-04-02,C0466,P001,3,34.67,0.0,104.01,66.78,37.23
ORD004977,2023-04-02,C0635,P004,5,245.85,0.0,1229.25,620.0,609.25
ORD004978,2023-04-02,C0565,P029,1,255.62,0.0,255.62,133.19,122.43
ORD004979,2023-04-02,C0704,P018,1,366.81,0.0,366.81,236.51,130.3
ORD004980,2023-04-02,C0647,P039,3,833.41,0.0,2500.23,1105.89,1394.34
ORD004981,2023-04-02,C0294,P028,4,69.76,0.0,279.04,164.52,114.52
ORD004982,2023-04-02,C0033,P003,5,371.58,0.0,1857.9,1496.7,361.2
ORD004983,2023-04-02,C0057,P010,4,871.26,0.0,3485.04,1621.96,1863.08
ORD004984,2023-04-02,C0088,P006,2,359.35,0.0,718.7,460.22,258.48
ORD004985,2023-04-02,C0470,P004,3,245.85,0.05,700.67,372.0,328.67
ORD004986,2023-04-02,C0131,P023,4,212.57,0.0,850.28,559.16,291.12
ORD004987,2023-04-02,C0092,P006,3,359.35,0.05,1024.15,690.33,333.82
ORD004988,2023-04-02,C0510,P031,4,114.14,0.05,433.73,258.64,175.09
ORD004989,2023-04-02,C0230,P039,3,833.41,0.0,2500.23,1105.89,1394.34
ORD004990,2023-04-02,C0743,P002,3,771.3,0.05,2198.2,1112.61,1085.59
ORD004991,2023-04-02,C0148,P040,4,132.54,0.0,530.16,291.64,238.52
ORD004992,2023-04-02,C0650,P012,1,834.52,0.0,834.52,416.41,418.11
ORD004993,2023-04-02,C0091,P013,1,134.49,0.0,134.49,104.22,30.27
ORD004994,2023-04-02,C0737,P031,2,114.14,0.0,228.28,129.32,98.96
ORD004995,2023-04-02,C0241,P015,4,296.28,0.05,1125.86,584.84,541.02
ORD004996,2023-04-02,C0420,P022,2,211.14,0.05,401.17,228.38,172.79
ORD004997,2023-04-02,C0104,P031,2,114.14,0.0,228.28,129.32,98.96
ORD004998,2023-04-02,C0685,P038,4,89.86,0.05,341.47,153.52,187.95
ORD004999,2023-04-02,C0004,P021,4,101.28,0.0,405.12,169.72,235.4
ORD005000,2023-04-02,C0397,P037,4,1005.01,0.05,3819.04,1762.28,2056.76
ORD005001,2023-04-02,C0134,P011,1,823.76,0.0,823.76,486.83,336.93
ORD005002,2023-04-02,C0637,P035,4,272.44,0.0,1089.76,772.88,316.88
ORD005003,2023-04-02,C0453,P021,3,101.28,0.0,303.84,127.29,176.55
ORD005004,2023-04-02,C0301,P019,1,793.08,0.0,793.08,345.46,447.62
ORD005005,2023-04-02,C0593,P003,2,371.58,0.0,743.16,598.68,144.48
ORD005006,2023-04-02,C0038,P017,1,438.79,0.0,438.79,308.47,130.32
ORD005007,2023-04-02,C0311,P021,4,101.28,0.0,405.12,169.72,235.4
ORD005008,2023-04-02,C0150,P006,3,359.35,0.0,1078.05,690.33,387.72
ORD005009,2023-04-02,C0215,P012,3,834.52,0.05,2378.38,1249.23,1129.15
ORD005010,2023-04-02,C0388,P022,1,211.14,0.0,211.14,114.19,96.95
ORD005011,2023-04-02,C0345,P032,4,1116.38,0.0,4465.52,1909.48,2556.04
ORD005012,2023-04-02,C0620,P031,3,114.14,0.05,325.3,193.98,131.32
ORD005013,2023-04-02,C0263,P023,2,212.57,0.0,425.14,279.58,145.56
ORD005014,2023-04-02,C0659,P033,1,713.04,0.0,713.04,383.36,329.68
ORD005015,2023-04-02,C0728,P026,2,549.6,0.05,1044.24,503.64,540.6
ORD005016,2023-04-02,C0083,P021,4,101.28,0.0,405.12,169.72,235.4
ORD005017,2023-04-02,C0685,P018,3,366.81,0.05,1045.41,709.53,335.88
ORD005018,2023-04-02,C0694,P024,3,271.93,0.0,815.79,416.22,399.57
ORD005019,2023-04-02,C0515,P033,1,713.04,0.0,713.04,383.36,329.68
ORD005020,2023-04-02,C0284,P024,4,271.93,0.0,1087.72,554.96,532.76
ORD005021,2023-04-02,C0415,P017,1,438.79,0.0,438.79,308.47,130.32
ORD005022,2023-04-02,C0101,P033,1,713.04,0.0,713.04,383.36,329.68
ORD005023,2023-04-02,C0165,P033,3,713.04,0.0,2139.12,1150.08,989.04
ORD005024,2023-04-02,C0673,P031,1,114.14,0.0,114.14,64.66,49.48
ORD005025,2023-04-02,C0191,P009,1,132.1,0.0,132.1,57.39,74.71
ORD005026,2023-04-02,C0412,P003,25,371.58,0.05,8825.02,7483.5,1341.53
ORD005027,2023-04-02,C0103,P030,5,653.01,0.0,3265.05,1720.2,1544.85
ORD005028,2023-04-02,C0060,P008,1,784.45,0.0,784.45,479.03,305.42
ORD005029,2023-04-02,C0207,P004,4,245.85,0.0,983.4,496.0,487.4
ORD005030,2023-04-02,C0607,P026,1,549.6,0.0,549.6,251.82,297.78
ORD005031,2023-04-02,C0283,P002,1,771.3,0.0,771.3,370.87,400.43
ORD005032,2023-04-02,C0487,P033,2,713.04,0.0,1426.08,766.72,659.36
ORD005033,2023-04-02,C0707,P021,1,101.28,0.0,101.28,42.43,58.85
ORD005034,2023-04-02,C0478,P031,5,114.14,0.0,570.7,323.3,247.4
ORD005035,2023-04-02,C0108,P035,4,272.44,0.05,1035.27,772.88,262.39
ORD005036,2023-04-02,C0160,P031,3,114.14,0.05,325.3,193.98,131.32
ORD005037,2023-04-02,C0632,P040,1,132.54,0.05,125.91,72.91,53.0
ORD005038,2023-04-02,C0265,P004,3,245.85,0.05,700.67,372.0,328.67
ORD005039,2023-04-03,C0652,P019,5,793.08,0.0,3965.4,1727.3,2238.1
ORD005040,2023-04-03,C0374,P037,1,1005.01,0.0,1005.01,440.57,564.44
ORD005041,2023-04-03,C0449,P014,3,1139.22,0.0,3417.66,1478.28,1939.38
ORD005042,2023-04-03,C0724,P006,4,359.35,0.05,1365.53,920.44,445.09
ORD005043,2023-04-03,C0572,P021,4,101.28,0.05,384.86,169.72,215.14
ORD005044,2023-04-03,C0004,P019,4,793.08,0.0,3172.32,1381.84,1790.48
ORD005045,2023-04-03,C0058,P030,4,653.01,0.0,2612.04,1376.16,1235.88
ORD005046,2023-04-03,C0426,P004,1,245.85,0.0,245.85,124.0,121.85
ORD005047,2023-04-03,C0525,P005,5,762.02,0.05,3619.6,1804.25,1815.34
ORD005048,2023-04-03,C0159,P006,2,359.35,0.0,718.7,460.22,258.48
ORD005049,2023-04-03,C0603,P026,4,549.6,0.0,2198.4,1007.28,1191.12
ORD005050,2023-04-03,C0503,P031,5,114.14,0.0,570.7,323.3,247.4
ORD005051,2023-04-03,C0347,P033,1,713.04,0.0,713.04,383.36,329.68
ORD005052,2023-04-03,C0430,P023,1,212.57,0.0,212.57,139.79,72.78
ORD005053,2023-04-03,C0008,P008,3,784.45,0.05,2235.68,1437.09,798.59
ORD005054,2023-04-03,C0690,P030,5,653.01,0.0,3265.05,1720.2,1544.85
ORD005055,2023-04-03,C0361,P019,5,793.08,0.0,3965.4,1727.3,2238.1
ORD005056,2023-04-03,C0174,P027,3,707.82,0.0,2123.46,952.35,1171.11
ORD005057,2023-04-03,C0139,P008,4,784.45,0.0,3137.8,1916.12,1221.68
ORD005058,2023-04-03,C0167,P039,1,833.41,0.0,833.41,368.63,464.78
ORD005059,2023-04-03,C0039,P032,4,1116.38,0.0,4465.52,1909.48,2556.04
ORD005060,2023-04-03,C0392,P022,4,211.14,0.0,844.56,456.76,387.8
ORD005061,2023-04-03,C0683,P019,4,793.08,0.0,3172.32,1381.84,1790.48
ORD005062,2023-04-03,C0699,P028,1,69.76,0.0,69.76,41.13,28.63
ORD005063,2023-04-03,C0707,P006,5,359.35,0.0,1796.75,1150.55,646.2
ORD005064,2023-04-03,C0374,P029,2,255.62,0.0,511.24,266.38,244.86
ORD005065,2023-04-03,C0057,P031,4,114.14,0.0,456.56,258.64,197.92
ORD005066,2023-04-03,C0203,P015,5,296.28,0.0,1481.4,731.05,750.35
ORD005067,2023-04-03,C0161,P011,2,823.76,0.0,1647.52,973.66,673.86
ORD005068,2023-04-03,C0712,P005,5,762.02,0.0,3810.1,1804.25,2005.85
ORD005069,2023-04-03,C0592,P007,5,578.25,0.0,2891.25,1760.45,1130.8
ORD005070,2023-04-03,C0516,P004,1,245.85,0.0,245.85,124.0,121.85
ORD005071,2023-04-03,C0016,P013,2,134.49,0.0,268.98,208.44,60.54
ORD005072,2023-04-03,C0104,P015,1,296.28,0.0,296.28,146.21,150.07
ORD005073,2023-04-03,C0737,P015,5,296.28,0.0,1481.4,731.05,750.35
ORD005074,2023-04-03,C0716,P012,2,834.52,0.05,1585.59,832.82,752.77
ORD005075,2023-04-03,C0630,P034,2,785.69,0.0,1571.38,844.84,726.54
ORD005076,2023-04-03,C0093,P004,3,245.85,0.05,700.67,372.0,328.67
ORD005077,2023-04-03,C0431,P010,2,871.26,0.0,1742.52,810.98,931.54
ORD005078,2023-04-03,C0600,P032,1,1116.38,0.0,1116.38,477.37,639.01
ORD005079,2023-04-03,C0253,P022,3,211.14,0.05,601.75,342.57,259.18
ORD005080,2023-04-03,C0114,P007,1,578.25,0.05,549.34,352.09,197.25
ORD005081,2023-04-03,C0505,P013,1,134.49,0.0,134.49,104.22,30.27
ORD005082,2023-04-03,C0607,P015,5,296.28,0.0,1481.4,731.05,750.35
ORD005083,2023-04-03,C0101,P014,3,1139.22,0.0,3417.66,1478.28,1939.38
ORD005084,2023-04-03,C0655,P002,5,771.3,0.0,3856.5,1854.35,2002.15
ORD005085,2023-04-03,C0233,P031,1,114.14,0.0,114.14,64.66,49.48
ORD005086,2023-04-03,C0300,P018,3,366.81,0.0,1100.43,709.53,390.9
ORD005087,2023-04-03,C0433,P031,4,114.14,0.0,456.56,258.64,197.92
ORD005088,2023-04-03,C0367,P004,2,245.85,0.05,467.11,248.0,219.11
ORD005089,2023-04-03,C0063,P033,4,713.04,0.05,2709.55,1533.44,1176.11
ORD005090,2023-04-03,C0394,P033,4,713.04,0.05,2709.55,1533.44,1176.11
ORD005091,2023-04-03,C0657,P031,4,114.14,0.0,456.56,258.64,197.92
ORD005092,2023-04-03,C0063,P008,4,784.45,0.05,2980.91,1916.12,1064.79
ORD005093,2023-04-03,C0234,P021,2,101.28,0.0,202.56,84.86,117.7
ORD005094,2023-04-03,C0304,P033,3,713.04,0.0,2139.12,1150.08,989.04
ORD005095,2023-04-03,C0333,P029,2,255.62,0.0,511.24,266.38,244.86
ORD005096,2023-04-03,C0166,P023,3,212.57,0.05,605.82,419.37,186.45
ORD005097,2023-04-03,C0404,P028,4,69.76,0.05,265.09,164.52,100.57
ORD005098,2023-04-03,C0462,P008,5,784.45,0.0,3922.25,2395.15,1527.1
ORD005099,2023-04-04,C0047,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD005100,2023-04-04,C0011,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD005101,2023-04-04,C0724,P008,3,784.45,0.05,2235.68,1437.09,798.59
ORD005102,2023-04-04,C0562,P039,4,833.41,0.0,3333.64,1474.52,1859.12
ORD005103,2023-04-04,C0709,P007,5,578.25,0.0,2891.25,1760.45,1130.8
ORD005104,2023-04-04,C0542,P018,5,366.81,0.0,1834.05,1182.55,651.5
ORD005105,2023-04-04,C0622,P003,1,371.58,0.0,371.58,299.34,72.24
ORD005106,2023-04-04,C0530,P036,5,556.94,0.05,2645.46,1517.4,1128.06
ORD005107,2023-04-04,C0606,P028,2,69.76,0.0,139.52,82.26,57.26
ORD005108,2023-04-04,C0343,P032,2,1116.38,0.0,2232.76,954.74,1278.02
ORD005109,2023-04-04,C0356,P032,5,1116.38,0.0,5581.9,2386.85,3195.05
ORD005110,2023-04-04,C0619,P031,4,114.14,0.05,433.73,258.64,175.09
ORD005111,2023-04-04,C0429,P031,3,114.14,0.0,342.42,193.98,148.44
ORD005112,2023-04-04,C0461,P018,3,366.81,0.0,1100.43,709.53,390.9
ORD005113,2023-04-04,C0322,P008,3,784.45,0.05,2235.68,1437.09,798.59
ORD005114,2023-04-04,C0060,P031,5,114.14,0.0,570.7,323.3,247.4
ORD005115,2023-04-04,C0475,P021,3,101.28,0.0,303.84,127.29,176.55
ORD005116,2023-04-04,C0163,P018,1,366.81,0.0,366.81,236.51,130.3
ORD005117,2023-04-04,C0029,P009,5,132.1,0.0,660.5,286.95,373.55
ORD005118,2023-04-04,C0134,P019,2,793.08,0.0,1586.16,690.92,895.24
ORD005119,2023-04-04,C0724,P007,2,578.25,0.05,1098.68,704.18,394.5
ORD005120,2023-04-04,C0109,P031,4,114.14,0.0,456.56,258.64,197.92
ORD005121,2023-04-04,C0667,P035,4,272.44,0.0,1089.76,772.88,316.88
ORD005122,2023-04-04,C0504,P004,2,245.85,0.05,467.11,248.0,219.11
ORD005123,2023-04-04,C0302,P007,5,578.25,0.0,2891.25,1760.45,1130.8
ORD005124,2023-04-04,C0296,P010,5,871.26,0.0,4356.3,2027.45,2328.85
ORD005125,2023-04-04,C0567,P009,3,132.1,0.0,396.3,172.17,224.13
ORD005126,2023-04-05,C0107,P033,5,713.04,0.0,3565.2,1916.8,1648.4
ORD005127,2023-04-05,C0185,P031,5,114.14,0.0,570.7,323.3,247.4
ORD005128,2023-04-05,C0015,P004,3,245.85,0.0,737.55,372.0,365.55
ORD005129,2023-04-05,C0408,P010,1,871.26,0.0,871.26,405.49,465.77
ORD005130,2023-04-05,C0560,P001,1,34.67,0.0,34.67,22.26,12.41
ORD005131,2023-04-05,C0020,P037,1,1005.01,0.0,1005.01,440.57,564.44
ORD005132,2023-04-05,C0199,P018,1,366.81,0.05,348.47,236.51,111.96
ORD005133,2023-04-05,C0702,P001,1,34.67,0.0,34.67,22.26,12.41
ORD005134,2023-04-05,C0204,P008,4,784.45,0.05,2980.91,1916.12,1064.79
ORD005135,2023-04-05,C0188,P009,3,132.1,0.0,396.3,172.17,224.13
ORD005136,2023-04-05,C0230,P034,4,785.69,0.0,3142.76,1689.68,1453.08
ORD005137,2023-04-05,C0286,P032,4,1116.38,0.0,4465.52,1909.48,2556.04
ORD005138,2023-04-05,C0569,P001,2,34.67,0.05,65.87,44.52,21.35
ORD005139,2023-04-05,C0034,P031,3,114.14,0.05,325.3,193.98,131.32
ORD005140,2023-04-05,C0161,P035,5,272.44,0.0,1362.2,966.1,396.1
ORD005141,2023-04-05,C0564,P013,5,134.49,0.0,672.45,521.1,151.35
ORD005142,2023-04-05,C0620,P009,4,132.1,0.05,501.98,229.56,272.42
ORD005143,2023-04-05,C0506,P008,1,784.45,0.0,784.45,479.03,305.42
ORD005144,2023-04-05,C0587,P006,4,359.35,0.0,1437.4,920.44,516.96
ORD005145,2023-04-05,C0668,P003,5,371.58,0.0,1857.9,1496.7,361.2
ORD005146,2023-04-05,C0061,P006,4,359.35,0.0,1437.4,920.44,516.96
ORD005147,2023-04-05,C0464,P017,3,438.79,0.0,1316.37,925.41,390.96
ORD005148,2023-04-05,C0465,P035,20,272.44,0.05,5176.36,3864.4,1311.96
ORD005149,2023-04-05,C0211,P024,3,271.93,0.0,815.79,416.22,399.57
ORD005150,2023-04-05,C0642,P024,1,271.93,0.0,271.93,138.74,133.19
ORD005151,2023-04-05,C0001,P021,5,101.28,0.0,506.4,212.15,294.25
ORD005152,2023-04-05,C0003,P018,4,366.81,0.05,1393.88,946.04,447.84
ORD005153,2023-04-05,C0423,P034,1,785.69,0.0,785.69,422.42,363.27
ORD005154,2023-04-05,C0559,P001,1,34.67,0.05,32.94,22.26,10.68
ORD005155,2023-04-05,C0176,P025,2,467.8,0.0,935.6,374.76,560.84
ORD005156,2023-04-05,C0080,P036,3,556.94,0.0,1670.82,910.44,760.38
ORD005157,2023-04-05,C0244,P026,3,549.6,0.0,1648.8,755.46,893.34
ORD005158,2023-04-05,C0587,P036,5,556.94,0.0,2784.7,1517.4,1267.3
ORD005159,2023-04-05,C0161,P015,2,296.28,0.0,592.56,292.42,300.14
ORD005160,2023-04-05,C0178,P001,2,34.67,0.0,69.34,44.52,24.82
ORD005161,2023-04-05,C0069,P002,3,771.3,0.0,2313.9,1112.61,1201.29
ORD005162,2023-04-05,C0340,P014,1,1139.22,0.0,1139.22,492.76,646.46
ORD005163,2023-04-05,C0747,P009,3,132.1,0.0,396.3,172.17,224.13
ORD005164,2023-04-05,C0736,P028,1,69.76,0.05,66.27,41.13,25.14
ORD005165,2023-04-05,C0415,P023,5,212.57,0.0,1062.85,698.95,363.9
ORD005166,2023-04-05,C0292,P029,2,255.62,0.0,511.24,266.38,244.86
ORD005167,2023-04-05,C0252,P008,2,784.45,0.0,1568.9,958.06,610.84
ORD005168,2023-04-05,C0253,P017,2,438.79,0.05,833.7,616.94,216.76
ORD005169,2023-04-05,C0136,P001,5,34.67,0.0,173.35,111.3,62.05
ORD005170,2023-04-05,C0578,P031,5,114.14,0.05,542.16,323.3,218.86
ORD005171,2023-04-05,C0237,P006,3,359.35,0.0,1078.05,690.33,387.72
ORD005172,2023-04-06,C0093,P007,5,578.25,0.05,2746.69,1760.45,986.24
ORD005173,2023-04-06,C0342,P031,4,114.14,0.0,456.56,258.64,197.92
ORD005174,2023-04-06,C0627,P025,2,467.8,0.0,935.6,374.76,560.84
ORD005175,2023-04-06,C0121,P007,4,578.25,0.05,2197.35,1408.36,788.99
ORD005176,2023-04-06,C0381,P011,1,823.76,0.0,823.76,486.83,336.93
ORD005177,2023-04-06,C0394,P008,3,784.45,0.05,2235.68,1437.09,798.59
ORD005178,2023-04-06,C0580,P008,4,784.45,0.0,3137.8,1916.12,1221.68
ORD005179,2023-04-06,C0101,P024,2,271.93,0.0,543.86,277.48,266.38
ORD005180,2023-04-06,C0078,P029,1,255.62,0.0,255.62,133.19,122.43
ORD005181,2023-04-06,C0238,P030,2,653.01,0.0,1306.02,688.08,617.94
ORD005182,2023-04-06,C0521,P026,4,549.6,0.0,2198.4,1007.28,1191.12
ORD005183,2023-04-06,C0106,P035,2,272.44,0.0,544.88,386.44,158.44
ORD005184,2023-04-06,C0636,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD005185,2023-04-06,C0235,P001,5,34.67,0.0,173.35,111.3,62.05
ORD005186,2023-04-06,C0676,P031,20,114.14,0.05,2168.66,1293.2,875.46
ORD005187,2023-04-06,C0141,P010,6,871.26,0.05,4966.18,2432.94,2533.24
ORD005188,2023-04-06,C0065,P015,2,296.28,0.0,592.56,292.42,300.14
ORD005189,2023-04-06,C0364,P001,1,34.67,0.0,34.67,22.26,12.41
ORD005190,2023-04-06,C0738,P031,1,114.14,0.05,108.43,64.66,43.77
ORD005191,2023-04-06,C0108,P012,1,834.52,0.05,792.79,416.41,376.38
ORD005192,2023-04-06,C0654,P007,4,578.25,0.05,2197.35,1408.36,788.99
ORD005193,2023-04-06,C0258,P034,2,785.69,0.0,1571.38,844.84,726.54
ORD005194,2023-04-06,C0514,P022,3,211.14,0.05,601.75,342.57,259.18
ORD005195,2023-04-06,C0692,P013,5,134.49,0.0,672.45,521.1,151.35
ORD005196,2023-04-06,C0605,P008,1,784.45,0.0,784.45,479.03,305.42
ORD005197,2023-04-06,C0505,P026,5,549.6,0.0,2748.0,1259.1,1488.9
ORD005198,2023-04-06,C0214,P035,2,272.44,0.0,544.88,386.44,158.44
ORD005199,2023-04-06,C0572,P018,1,366.81,0.05,348.47,236.51,111.96
ORD005200,2023-04-06,C0633,P037,2,1005.01,0.0,2010.02,881.14,1128.88
ORD005201,2023-04-06,C0734,P022,3,211.14,0.0,633.42,342.57,290.85
ORD005202,2023-04-06,C0282,P003,5,371.58,0.0,1857.9,1496.7,361.2
ORD005203,2023-04-06,C0516,P032,3,1116.38,0.0,3349.14,1432.11,1917.03
ORD005204,2023-04-06,C0544,P008,5,784.45,0.0,3922.25,2395.15,1527.1
ORD005205,2023-04-06,C0329,P029,4,255.62,0.0,1022.48,532.76,489.72
ORD005206,2023-04-06,C0177,P001,5,34.67,0.0,173.35,111.3,62.05
ORD005207,2023-04-06,C0494,P006,5,359.35,0.0,1796.75,1150.55,646.2
ORD005208,2023-04-06,C0372,P012,2,834.52,0.0,1669.04,832.82,836.22
ORD005209,2023-04-06,C0653,P035,3,272.44,0.0,817.32,579.66,237.66
ORD005210,2023-04-06,C0600,P017,5,438.79,0.0,2193.95,1542.35,651.6
ORD005211,2023-04-06,C0188,P035,1,272.44,0.0,272.44,193.22,79.22
ORD005212,2023-04-06,C0547,P008,4,784.45,0.0,3137.8,1916.12,1221.68
ORD005213,2023-04-07,C0308,P018,5,366.81,0.0,1834.05,1182.55,651.5
ORD005214,2023-04-07,C0604,P031,2,114.14,0.0,228.28,129.32,98.96
ORD005215,2023-04-07,C0093,P034,2,785.69,0.05,1492.81,844.84,647.97
ORD005216,2023-04-07,C0252,P037,1,1005.01,0.0,1005.01,440.57,564.44
ORD005217,2023-04-07,C0588,P007,1,578.25,0.0,578.25,352.09,226.16
ORD005218,2023-04-07,C0621,P029,4,255.62,0.0,1022.48,532.76,489.72
ORD005219,2023-04-07,C0711,P018,2,366.81,0.05,696.94,473.02,223.92
ORD005220,2023-04-07,C0001,P010,3,871.26,0.0,2613.78,1216.47,1397.31
ORD005221,2023-04-07,C0054,P039,3,833.41,0.05,2375.22,1105.89,1269.33
ORD005222,2023-04-07,C0190,P004,3,245.85,0.0,737.55,372.0,365.55
ORD005223,2023-04-07,C0020,P030,5,653.01,0.0,3265.05,1720.2,1544.85
ORD005224,2023-04-07,C0087,P023,2,212.57,0.05,403.88,279.58,124.3
ORD005225,2023-04-07,C0206,P022,2,211.14,0.0,422.28,228.38,193.9
ORD005226,2023-04-07,C0306,P033,2,713.04,0.05,1354.78,766.72,588.06
ORD005227,2023-04-07,C0006,P029,4,255.62,0.0,1022.48,532.76,489.72
ORD005228,2023-04-07,C0542,P007,4,578.25,0.0,2313.0,1408.36,904.64
ORD005229,2023-04-07,C0329,P017,4,438.79,0.0,1755.16,1233.88,521.28
ORD005230,2023-04-07,C0702,P031,1,114.14,0.0,114.14,64.66,49.48
ORD005231,2023-04-07,C0447,P035,16,272.44,0.05,4141.09,3091.52,1049.57
ORD005232,2023-04-07,C0539,P030,3,653.01,0.0,1959.03,1032.12,926.91
ORD005233,2023-04-07,C0178,P008,4,784.45,0.0,3137.8,1916.12,1221.68
ORD005234,2023-04-07,C0436,P028,2,69.76,0.05,132.54,82.26,50.28
ORD005235,2023-04-07,C0211,P040,2,132.54,0.0,265.08,145.82,119.26
ORD005236,2023-04-07,C0118,P001,5,34.67,0.0,173.35,111.3,62.05
ORD005237,2023-04-07,C0730,P004,4,245.85,0.0,983.4,496.0,487.4
ORD005238,2023-04-07,C0205,P030,4,653.01,0.0,2612.04,1376.16,1235.88
ORD005239,2023-04-07,C0295,P005,2,762.02,0.0,1524.04,721.7,802.34
ORD005240,2023-04-07,C0476,P019,16,793.08,0.05,12054.82,5527.36,6527.46
ORD005241,2023-04-07,C0431,P035,1,272.44,0.0,272.44,193.22,79.22
ORD005242,2023-04-07,C0710,P008,3,784.45,0.0,2353.35,1437.09,916.26
ORD005243,2023-04-07,C0185,P026,1,549.6,0.0,549.6,251.82,297.78
ORD005244,2023-04-07,C0439,P033,4,713.04,0.05,2709.55,1533.44,1176.11
